region,age,age_group,gender,language,education,income,response
Kyiv City,64,55-64,male,ukrainian,masters-or-higher,120001-240000,stay
Ternopil Oblast,18,16-24,male,ukrainian,secondary,120001-240000,flee
Dnipropetrovsk Oblast,52,45-54,male,ukrainian,post-secondary,120001-240000,stay
Kyiv City,35,35-44,male,ukrainian,bachelors,120001-240000,different
Kyiv City,28,25-34,male,ukrainian,post-secondary,120001-240000,stay
Vinnytsya Oblast,46,45-54,male,ukrainian,bachelors,120001-240000,flee
Kyiv City,16,16-24,female,russian,bachelors,120001-240000,flee
Crimea,27,25-34,female,russian,bachelors,120001-240000,flee
Lviv Oblast,57,55-64,female,ukrainian,masters-or-higher,120001-240000,stay
Dnipropetrovsk Oblast,18,16-24,female,russian,masters-or-higher,120001-240000,stay
Odessa,47,45-54,male,ukrainian,masters-or-higher,120001-240000,stay
Sebastopol City,55,55-64,male,russian,masters-or-higher,120001-240000,stay
Lviv Oblast,25,25-34,male,ukrainian,post-secondary,120001-240000,different
Kyiv City,32,25-34,male,russian,masters-or-higher,120001-240000,flee
Donetsk Oblast,58,55-64,male,russian,post-secondary,120001-240000,different
Odessa,52,45-54,male,russian,bachelors,120001-240000,stay
Kyiv City,98,65+,male,ukrainian,masters-or-higher,120001-240000,stay
Zaporizhzhya Oblast,20,16-24,male,ukrainian,secondary,120001-240000,flee
Ivano-Frankivsk Oblast,34,25-34,female,ukrainian,post-secondary,120001-240000,stay
Kharkiv,18,16-24,male,ukrainian,secondary,120001-240000,stay
Lviv Oblast,33,25-34,male,ukrainian,masters-or-higher,120001-240000,stay
Ivano-Frankivsk Oblast,23,16-24,male,ukrainian,secondary,120001-240000,stay
Lviv Oblast,25,25-34,male,ukrainian,masters-or-higher,120001-240000,different
Odessa,98,65+,female,ukrainian,bachelors,120001-240000,different
Crimea,47,45-54,female,russian,post-secondary,120001-240000,different
Chernivtsi Oblast,26,25-34,male,ukrainian,masters-or-higher,120001-240000,stay
Luhansk,56,55-64,male,russian,bachelors,120001-240000,different
Vinnytsya Oblast,18,16-24,male,ukrainian,post-secondary,120001-240000,stay
Vinnytsya Oblast,42,35-44,male,russian,bachelors,120001-240000,stay
Crimea,98,65+,female,russian,masters-or-higher,120001-240000,different
Lviv Oblast,16,16-24,male,ukrainian,masters-or-higher,120001-240000,different
Kirovohrad Oblast,32,25-34,male,russian,post-secondary,120001-240000,stay
Donetsk Oblast,46,45-54,male,russian,bachelors,120001-240000,stay
Crimea,21,16-24,male,russian,post-secondary,120001-240000,stay
Vinnytsya Oblast,25,25-34,male,russian,bachelors,120001-240000,different
Kyiv City,26,25-34,female,ukrainian,bachelors,120001-240000,stay
Kherson Oblast,42,35-44,male,russian,secondary,120001-240000,flee
Vinnytsya Oblast,18,16-24,male,ukrainian,secondary,120001-240000,stay
Odessa,30,25-34,female,ukrainian,masters-or-higher,120001-240000,stay
Crimea,62,55-64,male,russian,masters-or-higher,120001-240000,flee
Mykolayiv Oblast,44,35-44,male,ukrainian,bachelors,120001-240000,stay
Ternopil Oblast,39,35-44,male,ukrainian,masters-or-higher,120001-240000,stay
Kirovohrad Oblast,25,25-34,female,ukrainian,masters-or-higher,120001-240000,different
Kyiv City,32,25-34,male,russian,masters-or-higher,120001-240000,stay
Kyiv City,56,55-64,male,ukrainian,masters-or-higher,120001-240000,different
Chernivtsi Oblast,24,16-24,male,ukrainian,bachelors,120001-240000,different
Kyiv City,25,25-34,female,ukrainian,bachelors,120001-240000,stay
Donetsk Oblast,35,35-44,male,russian,post-secondary,120001-240000,different
Luhansk,35,35-44,male,russian,masters-or-higher,120001-240000,different
Dnipropetrovsk Oblast,38,35-44,male,ukrainian,masters-or-higher,120001-240000,stay
Donetsk Oblast,45,45-54,male,russian,bachelors,120001-240000,flee
Cherkasy Oblast,24,16-24,female,ukrainian,masters-or-higher,120001-240000,stay
Lviv Oblast,18,16-24,female,ukrainian,bachelors,120001-240000,stay
Odessa,34,25-34,male,ukrainian,masters-or-higher,120001-240000,stay
Kyiv City,30,25-34,male,russian,masters-or-higher,120001-240000,flee
Vinnytsya Oblast,30,25-34,female,ukrainian,post-secondary,120001-240000,stay
Lviv Oblast,41,35-44,male,ukrainian,bachelors,120001-240000,stay
Lviv Oblast,61,55-64,male,ukrainian,bachelors,120001-240000,stay
Vinnytsya Oblast,20,16-24,male,russian,bachelors,120001-240000,stay
Kirovohrad Oblast,21,16-24,male,ukrainian,post-secondary,120001-240000,stay
Kyiv Oblast,20,16-24,male,ukrainian,post-secondary,120001-240000,stay
Kharkiv,21,16-24,male,russian,bachelors,120001-240000,flee
Lviv Oblast,25,25-34,male,ukrainian,post-secondary,120001-240000,different
Cherkasy Oblast,36,35-44,male,ukrainian,bachelors,120001-240000,flee
Poltava Oblast,53,45-54,male,ukrainian,masters-or-higher,120001-240000,stay
Dnipropetrovsk Oblast,32,25-34,male,ukrainian,masters-or-higher,120001-240000,different
Vinnytsya Oblast,41,35-44,male,ukrainian,bachelors,120001-240000,stay
Dnipropetrovsk Oblast,27,25-34,male,russian,bachelors,120001-240000,stay
Kyiv City,18,16-24,female,ukrainian,masters-or-higher,120001-240000,different
Lviv Oblast,18,16-24,female,ukrainian,bachelors,120001-240000,stay
Kyiv Oblast,32,25-34,female,ukrainian,masters-or-higher,120001-240000,different
Poltava Oblast,23,16-24,male,ukrainian,masters-or-higher,120001-240000,different
Donetsk Oblast,24,16-24,female,russian,secondary,120001-240000,different
Zaporizhzhya Oblast,45,45-54,male,russian,bachelors,120001-240000,stay
Vinnytsya Oblast,42,35-44,female,ukrainian,masters-or-higher,120001-240000,stay
Kyiv City,17,16-24,female,ukrainian,secondary,120001-240000,stay
Khmelnytskyi Oblast,46,45-54,male,ukrainian,masters-or-higher,120001-240000,stay
Vinnytsya Oblast,50,45-54,male,ukrainian,post-secondary,120001-240000,stay
Odessa,54,45-54,male,russian,post-secondary,120001-240000,flee
Chernihiv,26,25-34,female,ukrainian,masters-or-higher,120001-240000,flee
Dnipropetrovsk Oblast,21,16-24,female,ukrainian,bachelors,120001-240000,flee
Dnipropetrovsk Oblast,40,35-44,male,ukrainian,bachelors,120001-240000,stay
Ivano-Frankivsk Oblast,64,55-64,female,ukrainian,masters-or-higher,120001-240000,stay
Dnipropetrovsk Oblast,33,25-34,male,ukrainian,bachelors,120001-240000,different
Donetsk Oblast,98,65+,male,russian,masters-or-higher,120001-240000,different
Crimea,25,25-34,female,russian,masters-or-higher,120001-240000,stay
Sumy,39,35-44,male,ukrainian,bachelors,120001-240000,stay
Kyiv City,31,25-34,male,ukrainian,bachelors,120001-240000,flee
Cherkasy Oblast,30,25-34,female,ukrainian,masters-or-higher,120001-240000,stay
Lviv Oblast,34,25-34,male,ukrainian,bachelors,120001-240000,flee
Odessa,98,65+,male,russian,post-secondary,120001-240000,stay
Kyiv Oblast,33,25-34,female,ukrainian,bachelors,120001-240000,stay
Kirovohrad Oblast,25,25-34,female,ukrainian,bachelors,120001-240000,stay
Transcarpathia,36,35-44,male,russian,secondary,120001-240000,different
Poltava Oblast,53,45-54,male,ukrainian,masters-or-higher,120001-240000,stay
Kyiv City,23,16-24,male,ukrainian,bachelors,120001-240000,stay
Odessa,38,35-44,male,ukrainian,masters-or-higher,120001-240000,flee
Lviv Oblast,26,25-34,female,ukrainian,masters-or-higher,120001-240000,different
Kyiv City,43,35-44,male,russian,masters-or-higher,120001-240000,stay
Luhansk,16,16-24,male,russian,secondary,120001-240000,flee
Vinnytsya Oblast,98,65+,male,ukrainian,post-secondary,120001-240000,flee
Dnipropetrovsk Oblast,16,16-24,male,russian,bachelors,120001-240000,stay
Poltava Oblast,28,25-34,male,ukrainian,bachelors,120001-240000,stay
Crimea,43,35-44,female,ukrainian,bachelors,120001-240000,stay
Lviv Oblast,26,25-34,male,ukrainian,masters-or-higher,120001-240000,stay
Vinnytsya Oblast,26,25-34,female,ukrainian,masters-or-higher,120001-240000,stay
Vinnytsya Oblast,49,45-54,male,ukrainian,masters-or-higher,120001-240000,stay
Crimea,24,16-24,female,russian,bachelors,120001-240000,different
Kyiv City,29,25-34,male,ukrainian,masters-or-higher,120001-240000,flee
Kyiv City,19,16-24,female,ukrainian,post-secondary,120001-240000,flee
Kyiv City,27,25-34,female,ukrainian,masters-or-higher,120001-240000,flee
Chernivtsi Oblast,19,16-24,male,ukrainian,bachelors,120001-240000,flee
Kyiv City,48,45-54,female,ukrainian,masters-or-higher,120001-240000,different
Vinnytsya Oblast,20,16-24,female,ukrainian,secondary,120001-240000,flee
Dnipropetrovsk Oblast,34,25-34,female,ukrainian,masters-or-higher,120001-240000,different
Poltava Oblast,23,16-24,female,ukrainian,masters-or-higher,120001-240000,different
Kyiv City,20,16-24,male,russian,bachelors,120001-240000,flee
Kharkiv,26,25-34,female,russian,masters-or-higher,120001-240000,stay
Ivano-Frankivsk Oblast,27,25-34,male,ukrainian,secondary,120001-240000,stay
Kyiv City,22,16-24,female,ukrainian,masters-or-higher,120001-240000,flee
Kharkiv,34,25-34,male,ukrainian,masters-or-higher,120001-240000,different
Khmelnytskyi Oblast,51,45-54,male,ukrainian,bachelors,120001-240000,flee
Kharkiv,20,16-24,male,russian,bachelors,120001-240000,different
Kyiv City,21,16-24,male,ukrainian,secondary,120001-240000,flee
Sumy,31,25-34,male,ukrainian,masters-or-higher,120001-240000,stay
Kyiv Oblast,48,45-54,male,ukrainian,masters-or-higher,120001-240000,stay
Ivano-Frankivsk Oblast,24,16-24,male,ukrainian,bachelors,120001-240000,flee
Vinnytsya Oblast,30,25-34,male,ukrainian,bachelors,120001-240000,different
Kyiv City,18,16-24,female,ukrainian,secondary,120001-240000,different
Ivano-Frankivsk Oblast,21,16-24,female,ukrainian,bachelors,120001-240000,stay
Vinnytsya Oblast,48,45-54,male,ukrainian,masters-or-higher,120001-240000,stay
Kyiv City,18,16-24,female,ukrainian,bachelors,120001-240000,stay
Kyiv Oblast,98,65+,male,russian,bachelors,120001-240000,flee
Lviv Oblast,36,35-44,female,ukrainian,post-secondary,30000-60000,stay
Kyiv City,53,45-54,male,ukrainian,post-secondary,30000-60000,flee
Sumy,98,65+,male,russian,masters-or-higher,30000-60000,different
Kharkiv,47,45-54,male,russian,bachelors,30000-60000,stay
Lviv Oblast,20,16-24,male,ukrainian,primary,30000-60000,flee
Sumy,98,65+,male,russian,masters-or-higher,30000-60000,different
Volyn,40,35-44,male,ukrainian,secondary,30000-60000,flee
Luhansk,18,16-24,female,russian,secondary,30000-60000,flee
Donetsk Oblast,17,16-24,male,russian,secondary,30000-60000,flee
Poltava Oblast,32,25-34,female,ukrainian,bachelors,30000-60000,stay
Dnipropetrovsk Oblast,18,16-24,male,russian,post-secondary,30000-60000,different
Ivano-Frankivsk Oblast,55,55-64,male,ukrainian,masters-or-higher,30000-60000,stay
Donetsk Oblast,38,35-44,male,russian,bachelors,30000-60000,flee
Chernihiv,18,16-24,male,russian,post-secondary,30000-60000,flee
Dnipropetrovsk Oblast,32,25-34,female,ukrainian,bachelors,30000-60000,stay
Kyiv City,36,35-44,male,russian,masters-or-higher,30000-60000,flee
Ivano-Frankivsk Oblast,34,25-34,female,ukrainian,secondary,30000-60000,flee
Kherson Oblast,18,16-24,male,ukrainian,secondary,30000-60000,stay
Kyiv City,42,35-44,male,ukrainian,bachelors,30000-60000,stay
Sebastopol City,16,16-24,female,russian,primary,30000-60000,flee
Sebastopol City,51,45-54,female,russian,post-secondary,30000-60000,flee
Rivne,60,55-64,male,ukrainian,masters-or-higher,30000-60000,different
Kharkiv,48,45-54,male,russian,post-secondary,30000-60000,stay
Kharkiv,33,25-34,female,ukrainian,post-secondary,30000-60000,flee
Dnipropetrovsk Oblast,27,25-34,male,russian,bachelors,30000-60000,flee
Sumy,98,65+,male,russian,masters-or-higher,30000-60000,different
Kyiv City,36,35-44,male,russian,masters-or-higher,30000-60000,flee
Kyiv City,35,35-44,male,ukrainian,post-secondary,30000-60000,flee
Vinnytsya Oblast,39,35-44,male,russian,post-secondary,30000-60000,stay
Crimea,41,35-44,male,russian,post-secondary,30000-60000,flee
Ternopil Oblast,26,25-34,male,ukrainian,bachelors,30000-60000,stay
Ternopil Oblast,23,16-24,male,ukrainian,post-secondary,30000-60000,flee
Luhansk,28,25-34,female,russian,post-secondary,30000-60000,different
Poltava Oblast,24,16-24,male,russian,post-secondary,30000-60000,flee
Kherson Oblast,16,16-24,male,russian,bachelors,30000-60000,stay
Crimea,39,35-44,female,russian,masters-or-higher,30000-60000,flee
Cherkasy Oblast,40,35-44,male,ukrainian,masters-or-higher,30000-60000,stay
Lviv Oblast,19,16-24,female,ukrainian,primary,30000-60000,flee
Zhytomyr,18,16-24,female,ukrainian,secondary,30000-60000,stay
Vinnytsya Oblast,29,25-34,female,ukrainian,masters-or-higher,30000-60000,different
Kyiv City,36,35-44,male,ukrainian,bachelors,30000-60000,stay
Kharkiv,38,35-44,male,russian,post-secondary,30000-60000,stay
Lviv Oblast,27,25-34,male,ukrainian,secondary,30000-60000,stay
Sumy,98,65+,male,russian,masters-or-higher,30000-60000,different
Luhansk,32,25-34,male,russian,secondary,30000-60000,flee
Kyiv City,61,55-64,female,ukrainian,masters-or-higher,30000-60000,stay
Dnipropetrovsk Oblast,54,45-54,male,ukrainian,masters-or-higher,30000-60000,different
Ivano-Frankivsk Oblast,60,55-64,female,russian,post-secondary,30000-60000,flee
Kharkiv,31,25-34,male,ukrainian,bachelors,30000-60000,stay
Odessa,23,16-24,male,ukrainian,post-secondary,30000-60000,different
Crimea,26,25-34,female,russian,bachelors,30000-60000,different
Donetsk Oblast,22,16-24,female,ukrainian,secondary,30000-60000,different
Zhytomyr,21,16-24,female,ukrainian,bachelors,30000-60000,stay
Chernivtsi Oblast,41,35-44,male,ukrainian,masters-or-higher,30000-60000,stay
Sumy,98,65+,male,russian,masters-or-higher,30000-60000,different
Odessa,27,25-34,male,ukrainian,masters-or-higher,30000-60000,stay
Crimea,44,35-44,male,russian,masters-or-higher,30000-60000,stay
Kharkiv,33,25-34,female,ukrainian,post-secondary,30000-60000,different
Poltava Oblast,38,35-44,male,ukrainian,bachelors,30000-60000,stay
Lviv Oblast,35,35-44,female,ukrainian,masters-or-higher,30000-60000,flee
Rivne,55,55-64,male,ukrainian,secondary,30000-60000,stay
Kherson Oblast,28,25-34,male,russian,masters-or-higher,30000-60000,stay
Sumy,36,35-44,male,ukrainian,masters-or-higher,30000-60000,stay
Odessa,53,45-54,male,russian,post-secondary,30000-60000,different
Dnipropetrovsk Oblast,21,16-24,male,ukrainian,secondary,30000-60000,stay
Dnipropetrovsk Oblast,51,45-54,male,ukrainian,secondary,30000-60000,stay
Odessa,21,16-24,male,no_response,post-secondary,30000-60000,stay
Volyn,25,25-34,male,russian,secondary,30000-60000,stay
Vinnytsya Oblast,38,35-44,female,russian,masters-or-higher,30000-60000,different
Kyiv City,48,45-54,male,russian,masters-or-higher,30000-60000,stay
Chernivtsi Oblast,18,16-24,male,russian,secondary,30000-60000,different
Khmelnytskyi Oblast,21,16-24,female,ukrainian,bachelors,30000-60000,stay
Khmelnytskyi Oblast,37,35-44,male,ukrainian,secondary,30000-60000,flee
Chernivtsi Oblast,40,35-44,male,ukrainian,masters-or-higher,30000-60000,different
Mykolayiv Oblast,35,35-44,female,ukrainian,bachelors,30000-60000,flee
Poltava Oblast,64,55-64,male,ukrainian,primary,30000-60000,stay
Kyiv City,20,16-24,male,ukrainian,secondary,30000-60000,flee
Lviv Oblast,33,25-34,male,ukrainian,bachelors,30000-60000,stay
Luhansk,61,55-64,female,russian,post-secondary,30000-60000,different
Poltava Oblast,30,25-34,male,ukrainian,masters-or-higher,30000-60000,flee
Vinnytsya Oblast,29,25-34,female,ukrainian,bachelors,30000-60000,stay
Khmelnytskyi Oblast,18,16-24,male,ukrainian,masters-or-higher,30000-60000,stay
Kyiv City,29,25-34,male,ukrainian,post-secondary,30000-60000,stay
Odessa,19,16-24,male,ukrainian,secondary,30000-60000,flee
Zhytomyr,21,16-24,male,ukrainian,secondary,30000-60000,stay
Kyiv City,27,25-34,female,russian,masters-or-higher,30000-60000,different
Donetsk Oblast,40,35-44,male,russian,post-secondary,30000-60000,different
Chernivtsi Oblast,28,25-34,male,russian,secondary,30000-60000,stay
Vinnytsya Oblast,30,25-34,male,russian,post-secondary,30000-60000,stay
Dnipropetrovsk Oblast,58,55-64,female,russian,masters-or-higher,30000-60000,stay
Kyiv City,18,16-24,male,ukrainian,secondary,30000-60000,stay
Cherkasy Oblast,33,25-34,male,ukrainian,post-secondary,30000-60000,stay
Vinnytsya Oblast,60,55-64,male,russian,secondary,30000-60000,stay
Khmelnytskyi Oblast,98,65+,male,russian,bachelors,30000-60000,flee
Kyiv City,35,35-44,male,ukrainian,post-secondary,30000-60000,stay
Kirovohrad Oblast,35,35-44,male,ukrainian,masters-or-higher,30000-60000,stay
Luhansk,20,16-24,female,russian,bachelors,30000-60000,different
Odessa,31,25-34,male,ukrainian,bachelors,30000-60000,stay
Poltava Oblast,28,25-34,male,russian,post-secondary,30000-60000,stay
Dnipropetrovsk Oblast,21,16-24,male,russian,secondary,30000-60000,different
Kyiv Oblast,26,25-34,male,ukrainian,masters-or-higher,30000-60000,stay
Kyiv City,63,55-64,male,ukrainian,masters-or-higher,30000-60000,different
Odessa,40,35-44,male,russian,secondary,30000-60000,stay
Khmelnytskyi Oblast,30,25-34,male,ukrainian,bachelors,30000-60000,stay
Kyiv City,98,65+,male,russian,post-secondary,30000-60000,stay
Dnipropetrovsk Oblast,36,35-44,male,russian,bachelors,30000-60000,stay
Odessa,25,25-34,female,russian,masters-or-higher,30000-60000,stay
Odessa,42,35-44,male,russian,secondary,30000-60000,stay
Odessa,53,45-54,male,russian,post-secondary,30000-60000,stay
Lviv Oblast,20,16-24,female,ukrainian,bachelors,30000-60000,flee
Donetsk Oblast,27,25-34,male,russian,secondary,30000-60000,different
Chernivtsi Oblast,18,16-24,female,ukrainian,post-secondary,30000-60000,different
Kharkiv,98,65+,male,russian,masters-or-higher,30000-60000,flee
Kyiv City,17,16-24,female,ukrainian,post-secondary,30000-60000,stay
Dnipropetrovsk Oblast,51,45-54,female,ukrainian,masters-or-higher,30000-60000,stay
Chernihiv,16,16-24,male,ukrainian,secondary,30000-60000,flee
Kharkiv,33,25-34,male,ukrainian,post-secondary,30000-60000,different
Vinnytsya Oblast,25,25-34,female,ukrainian,masters-or-higher,30000-60000,stay
Luhansk,36,35-44,male,russian,secondary,30000-60000,different
Ivano-Frankivsk Oblast,23,16-24,male,ukrainian,bachelors,30000-60000,stay
Kharkiv,29,25-34,male,ukrainian,masters-or-higher,30000-60000,flee
Zaporizhzhya Oblast,98,65+,male,ukrainian,masters-or-higher,30000-60000,different
Donetsk Oblast,36,35-44,male,russian,post-secondary,30000-60000,different
Kherson Oblast,98,65+,male,russian,masters-or-higher,30000-60000,flee
Transcarpathia,34,25-34,female,ukrainian,secondary,30000-60000,stay
Kyiv City,35,35-44,female,ukrainian,masters-or-higher,30000-60000,stay
Odessa,28,25-34,male,ukrainian,bachelors,30000-60000,different
Odessa,50,45-54,male,ukrainian,bachelors,30000-60000,stay
Zhytomyr,17,16-24,female,ukrainian,secondary,30000-60000,stay
Sebastopol City,35,35-44,female,russian,post-secondary,30000-60000,different
Luhansk,17,16-24,male,ukrainian,secondary,30000-60000,different
